"TaxonUsageID";"TaxonConceptID";"TaxonName";"AuthorName"
53467;53466;"Crotalaria kikangaensis";"De Wild."
53468;53468;"Limnophila ceratophylloides";"(Hiern) Skan"
53469;53469;"Acroceras zizanioides";"(Kunth) Dandy"
53470;53470;"Enydra fluctuans";"Lour."
53471;53471;"Cercestis congoensis";"Engl."
53472;53472;"Sabicea schumanniana";"Büttner"
53473;53473;"Scleria verrucosa";"Willd."
53474;53474;"Eulophia bouliawongo";"(Rchb.f.) J.Raynal"
53475;53475;"Cyclosorus afer";"Ching"
53476;53476;"Scleria lagoensis";"Boeckeler"
53477;53477;"Nymphaea maculata";"Schumach. et Thonn."
53478;53478;"Utricularia species";
53479;53479;"Nymphoides forbesiana";"(Griseb.) Kuntze"
53480;53480;"Hydrocharis chevalieri";"(De Willd.) Dandy"
53483;53483;"Panicum parvifolium";"Lam."
53484;53484;"Heteranthera callifolia";"Rchb. ex Kunth"
53485;53485;"Alstonia congensis";"Engl."
53486;53486;"Mesanthemum radicans";"(Benth.) Körn."
53487;53487;"Selaginella congoensis";"Alston"
53488;53488;"Sphagnum planifolium";"Müll.Hal."
53489;53489;"Utricularia andongensis";"Welw. ex Hiern"
53490;53490;"Trichopteryx marungensis";"Chiov."
53491;53491;"Xyris angularis";"N.E.Br."
53492;53491;"Xyris vanderystii";"Malme"
53493;53493;"Drosera pilosa";"Exell et J.R.Laundon"
53494;53494;"Utricularia subulata";"L."
53495;53495;"Lasimorpha senegalensis";"Schott"
53496;53495;"Cyrtosperma senegalense";"(Schott) Engl."
53497;53497;"Scleria melanomphala";"Kunth"
53498;53498;"Sauvagesia erecta";"L."
53499;53499;"Rhynchospora perrieri";"Cherm."
53500;53500;"Scleria distans";"Poir."
53501;53500;"Scleria hirtella";"Sw."
53502;53502;"Scleria iostephana";"Nelmes"
53503;53503;"Fuirena stricta";"Steud."
53504;53504;"Eleocharis geniculata";"(L.) Roem. et Schult."
53505;53505;"Rhynchospora brevirostris";"Griseb."
53506;53506;"Fimbristylis splendida";"C.B.Clarke"
53507;53507;"Oldenlandia angolensis";"K.Schum."
53508;53508;"Heterotis decumbens";"(P.Beauv.) Jacq.-Fél."
53509;53509;"Lygodium microphyllum";"Link"
53510;53510;"Emilia praetermissa";"Milne-Redh."
53511;53511;"Millettia laurentii";"De Wild."
53512;53512;"Craterostigma nummulariifolium";"(D.Don) Eb.Fisch. Schäferh. et al."
53513;53512;"Lindernia nummulariifolia";"(D.Don) Wettst."
53514;53514;"Bacopa egensis";"(Poepp. et Endl.) Pennell"
53515;53515;"Ludwigia africana";"(Brenan) H.Hara"
53516;53516;"Guyonia ciliata";"Hook.f."
53517;53517;"Aeschynomene sensitiva";"Sw."
53518;53518;"Pycreus lanceolatus";"(Poir.) C.B.Clarke"
53519;53519;"Cyperus pustulatus";"Vahl"
53520;53520;"Pycreus smithianus";"(Ridl.) C.B.Clarke"
53521;53521;"Justicia tenella";"(Nees) T.Anderson"
53522;53522;"Desmodium adscendens";"(Sw.) DC."
53523;53523;"Vernonia stellulifera";"(Benth.) C.Jeffrey"
53524;53524;"Neorautanenia mitis";"(A.Rich.) Verdc."
53525;53524;"Neorautanenia pseudopachyrhiza";"(Harms) Milne-Redh."
53526;53526;"Raphia hookeri";"G.Mann et H.Wendl."
53527;53527;"Nelsonia smithii";"Oerst."
53528;53528;"Phaulopsis angolana";"S.Moore"
53529;52127;"Diodia sarmentosa";"Sw."
53530;53530;"Rytigynia canthioides";"(Benth.) Robyns"
53531;53531;"Clerodendrum polycephalum";"Baker"
53532;53532;"Pouteria alnifolia";"(Baker) Roberty"
53533;53533;"Blighia sapida";"K.D.Koenig"
53534;53534;"Deinbollia pinnata";"(Poir.) Schumach. et Thonn."
53535;53535;"Opuntia stricta";"(Haw.) Haw."
53536;53535;"Opuntia dillenii";"(Ker Gawl.) Haw."
53537;53537;"Leptadenia lanceolata";"(Poir.) Goyder"
53538;53537;"Leptadenia hastata";"(Pers.) Decne."
53539;53539;"Agave sisalana";"Perrine"
53540;53540;"Canavalia rosea";"(Sw.) DC."
53541;53541;"Rourea coccinea";"(Schumach. et Thonn.) Benth."
53542;53542;"Pancovia bijuga";"Willd."
53543;53543;"Tapinanthus sessilifolius";"(P.Beauv.) Tiegh."
53544;53544;"Gymnema sylvestre";"(Retz.) R.Br. ex Schult."
53545;53545;"Neoachmandra hallii";"(C.Jeffrey) W.J.de Wilde et Duyfjes"
53546;53545;"Zehneria hallii";"C.Jeffrey"
53547;53547;"Diospyros ferrea";"(Willd.) Bakh."
53548;53548;"Sesbania pachycarpa";"DC."
53549;53549;"Cyperus laxus";"Lam."
53550;53550;"Lagenaria siceraria";"(Molina) Standl."
53551;53551;"Cyperus margaritaceus";"Vahl"
53552;53552;"Blutaparon vermiculare";"(L.) Mears"
53553;53553;"Stachytarpheta indica";"(L.) Vahl"
53559;52193;"Desmodium canum";"(J.F. Gmel.) Schinz & Thell."
53587;50749;"Bartsia petitiana";"(A. Rich.) Hemsl."
53590;50692;"Andropogon pratensis";"Hochst. ex A. Braun"
53593;51636;"Pennisetum glabrum";"Steud."
53608;50665;"Pennisetum schimperi";"Hoschst. ex A. Rich."
53612;50221;"Kyllinga appendiculata";"K. Schum."
53632;51284;"Dicliptera heterostegia";"Nees"
53637;500;"Setaria chevalieri";"Stapf"
53638;52285;"Ipomoea digitata";"Baker & Rendle"
53644;462;"Gnaphalium luteoalbum";"L."
53687;239;"Echinochloa scabra";"(Lam.) Roem. & Schult."
53727;53398;"Fimbristylis ovata";"(Burm. f.) Kern"
53740;53740;"Desmodium salicifolium var. densiflorum";"B. G. Schub."
53744;363;"Jussiaea repens";"auct."
53746;455;"Polygonum tomentosum";"Willd."
53747;52401;"Alchornea cordata";"Benth."
53750;53750;"Berula erecta ssp. thunbergii";"(DC.) B.L. Burtt"
53751;53750;"Sium thunbergii";"DC."
53758;50814;"Cyperus merkeri";"C.B. Clarke"
53763;52197;"Diplachne dummeri";"Stapf & C.E. Hubb."
53766;378;"Marsilea diffusa";"Lepr."
53769;53484;"Heteranthera kotschyana";"Fenzl ex Solms"
53784;51610;"Craterostigma nanum";"(Benth.) Engl."
53785;53423;"Indigofera parvula";"Delile"
53791;51421;"Sporobolus festivus var. fibrosus";"Stapf"
53801;51414;"Courbonia camporum";"Gilg & Gilg-Ben."
53813;275;"Euphorbia media";"N.E. Br."
53819;51881;"Cyanotis longifolia";"auct."
53820;53379;"Indigofera kengeleensis";"De Wild."
53821;355;"Sonchus exauriculatus";"(Oliv. & Hiern) O. Hoffm."
53822;51434;"Boerhavia verticillata";"Poir."
53824;51650;"Albuca fibrillosa";"De Wild."
53825;213;"Cissus mildbraedii";"Gilg & M. Brandt"
53830;51287;"Orthosiphon australis";"Vatke"
53831;53831;"Indigofera trita var. scabra";"(Roth) Ali"
53832;53831;"Indigofera retroflexa";"Baill."
53835;51552;"Lactuca lebrunii";"Robyns"
53836;53836;"Indigofera trita var. subulata";"(Vahl ex Poir.) Ali"
53837;53836;"Indigofera trita ssp. subulata";"(Vahl ex Poir.) Ali"
53838;53836;"Indigofera carinata";"De Wild."
53840;53840;"Astripomoea hyoscyamoides var. hyoscyamoides";"(Vatke) Verdc."
53841;53840;"Astrochlaena hyoscyamoides";"(Vatke) Hallier f."
53843;355;"Sonchus bipontini var. pinnatifidus";"Oliv. & Hiern"
53846;53846;"Plectranthus caninus ssp. flavovirens";"(Gürke) A.J. Paton"
53847;53846;"Coleus flavovirens";"Gürke"
53848;51476;"Melhania ferruginea";"A. Rich."
53850;122;"Chloris myriostachya";"Hochst."
53859;53859;"Hyparrhenia filipendula var. pilosa";"(Hochst.) Stapf"
53866;51785;"Solanum beniense";"De Wild."
53868;50832;"Aneilema sinicum";"Ker Gawl."
53869;51968;"Blumea lacera";"auct."
53870;51510;"Blepharis molluginifolia";"Pers."
53871;51442;"Cissus adenocaulis";"Steud. ex A. Rich."
53875;53875;"Crotalaria brevidens var. intermedia";"(Kotschy) Polhill"
53876;53875;"Crotalaria intermedia";"Kotschy"
53881;51529;"Eragrostis chalcantha";"Trin."
53882;51931;"Zornia diphylla";"auct."
53883;569;"Triumfetta bartramia";"L."
53892;53892;"Euphorbia candelabrum var. candelabrum";"Trémaux ex Kotschy"
53893;53892;"Euphorbia calycina";"N.E. Br."
53894;53894;"Vigna unguiculata ssp. stenophylla";"(Harv.) Marechal, Mascherpa & Stainier"
53895;53894;"Vigna triloba";"Walp."
53901;50103;"Melothria maderaspatana";"(L.) Cogn."
53902;53435;"Emilia humbertii var. angustifolia";"Robyns"
53916;51844;"Maerua mildbraedii";"Gilg & Gilg-Ben."
53917;51280;"Hibiscus ovalifolius";"(Forssk.) Vahl"
53919;51801;"Boerhavia viscosa";"Jacq."
53920;51812;"Acacia hebecladoides";"Harms"
53921;51558;"Dichrostachys glomerata";"(Forssk.) Chiov."
53924;53924;"Capparis fascicularis var. elaeagnoides";"(Gilg) DeWolf"
53925;53924;"Capparis elaeagnoides";"Gilg"
53928;52064;"Albuca angustibracteata";"De Wild."
53929;50454;"Chlorophytum beniense";"De Wild."
53930;51870;"Bonatea eminii";"(Kraenzl.) Rolfe"
53931;51870;"Habenaria eminii";"Kraenzl."
53934;51711;"Senecio stuhlmannii";"Klatt"
53935;53935;"Rhipsalis baccifera ssp. baccifera";"(J.S. Muell.) Stearn"
53936;53935;"Rhipsalis cassytha";"Gaertn."
53938;51405;"Jasminum eminii";"Gilg"
53941;51799;"Sansevieria bequaertii";"De Wild."
53942;52038;"Allophylus oreophilus";"Gilg"
53949;53949;"Desmodium velutinum ssp. velutinum";"(Willd.) DC."
53950;53949;"Desmodium lasiocarpum";"(P. Beauv.) DC."
53960;279;"Ficus gnaphalocarpa";"(Miq.) Steud. ex Miq."
53961;53961;"Commicarpus plumbagineus var. plumbagineus";"(Cav.) Standl."
53962;53961;"Boerhavia plumbaginea";"Cav."
53973;51757;"Cyperus flabelliformis";"Rottb."
53974;53974;"Kigelia africana ssp. moosa";"(Sprague) Bidgood & Verdc."
53975;53974;"Kigelia lanceolata";"Sprague"
53976;50567;"Phialodiscus zambesiacus";"(Baker) Radlk."
53981;53981;"Ipomoea ochracea var. ochracea";"(Lindl.) G. Don"
53982;53981;"Ipomoea kentrocarpa";"Hochst. ex A. Rich."
53989;53989;"Psychotria kirkii var. mucronata";"(Hiern) Verdc."
53990;53989;"Psychotria pubifolia";"De Wild."
53992;51194;"Acalypha paniculata";"Miq."
53994;51581;"Dombeya mukole";"Sprague"
54002;51720;"Hippocratea polyantha";"Loes."
54011;54011;"Leucas deflexa var. biglomerulata";"(Lebrun & L. Touss.) Sebald"
54012;54011;"Leucas biglomerulata";"Lebrun & L. Touss."
54013;54013;"Amaranthus graecizans ssp. graecizans";"L."
54014;54013;"Amaranthus angustifolius";"Lam."
54017;53550;"Lagenaria vulgaris";"Ser."
54018;519;"Sorghum caudatum";"(Hack.) Stapf"
54022;50065;"Jussiaea species";
54023;50065;"Jussieua species";
54024;50150;"Rhamphicarpa brevifolia";"(De Wild.) Staner"
54028;54028;"Macrotyloma axillare var. glabrum";"(E.Mey.) Verdc."
54029;54028;"Dolichos axillaris var. glaber";"E.Mey."
54033;28;"Alectra sessiliflora var. senegalensis";"(Benth.) Hepper"
54034;28;"Alectra senegalensis";"Benth."
54042;50808;"Lantana mearnsii";"Moldenke"
54047;263;"Erythrina tomentosa";"R. Br. ex A. Rich."
54051;50256;"Celtis kraussiana";"Bernh."
54052;52410;"Opilia celtidifolia";"(Guill. & Perr.) Endl. ex Walp."
54054;54054;"Rhoicissus tridentata ssp. cuneifolia";"(Eckl. & Zeyh.) Urton"
54055;54054;"Rhoicissus erythrodes";"(Fresen.) Planch."
54058;50658;"Phyllanthus guineensis";"Pax"
54061;54061;"Cyrtorchis arcuata ssp. arcuata";"(Lindl.) Schltr."
54062;54061;"Cyrtorchis arcuata ssp. variabilis";"Summerh."
54063;54061;"Cyrtorchis sedenii";"(Rchb. f.) Schltr."
54064;51851;"Pittosporum spathicalyx";"De Wild."
54067;54067;"Acanthus polystachyus var. polystachyus";"Delile"
54068;54067;"Acanthus pubescens";"(Thomson ex Oliv.) Engl."
54069;54069;"Rotheca myricoides var. myricoides";"(Hochst.) Steane & Mabb."
54070;54069;"Clerodendrum myricoides var. niansanum";"B. Thomas"
54071;50381;"Crassocephalum multicorymbosum";"(Klatt) S. Moore"
54073;51845;"Gymnosporia engleriana var. macrantha";"Loes."
54074;54074;"Maesa lanceolata var. rufescens";"(A. DC.) Taton"
54075;54074;"Maesa rufescens";"A. DC."
54076;50426;"Ficus hochstetteri";"(Miq.) A. Rich."
54077;50629;"Solanum plousianthemum";"Dammer"
54078;50857;"Gynura ruwenzoriensis";"(S. Moore) S. Moore"
54079;50240;"Microglossa volubilis";"DC."
54084;50803;"Bersama ninagongensis";"Gürke"
54085;50504;"Polypodium excavatum";"Bory ex Willd."
54094;54094;"Stephania abyssinica var. tomentella";"(Oliv.) Diels"
54098;50226;"Loranthus woodfordioides";"Schweinf."
54101;54101;"Vernonia hochstetteri var. kivuensis";"(Humb. & Staner) C. Jeffrey"
54102;54101;"Vernonia kivuensis";"Humb. & Staner"
54103;54103;"Asparagus africanus var. africanus";"Lam."
54104;54103;"Asparagus mitis";"A. Rich."
54108;51089;"Senecio trichopterygius";"Muschl."
54113;54113;"Ipomoea tenuirostris ssp. tenuirostris";"Steud. ex Choisy"
54114;54113;"Ipomoea gracilior";"Rendle"
54117;51902;"Gloriosa simplex";"L."
54118;50817;"Vigna maranguensis";"(Taub.) Harms"
54123;50699;"Cineraria bracteosa";"O. Hoffm. ex Engl."
54124;51008;"Calamintha simensis";"Benth."
54138;54138;"Desmodium adscendens var. robustum";"B. G. Schub."
54142;52069;"Isachne aethiopica";"Stapf & C.E. Hubb."
54143;54143;"Monopsis stellarioides ssp. schimperiana";"(Urb.) Thulin"
54144;54143;"Monopsis schimperiana";"Urb."
54148;50156;"Sanicula europaea var. elata";"(Buch.-Ham. ex D. Don) H. Boissieu"
54149;50111;"Imperata cylindrica var. africana";"(Andersson) C.E. Hubb."
54150;52136;"Helichrysum albiflorum";"Moeser"
54152;50400;"Cyperus aromaticus var. elatior";"(Kunth) Kük."
54153;50803;"Bersama ugandensis";"Sprague"
54154;54154;"Hypericum revolutum ssp. revolutum";"Vahl"
54155;54154;"Hypericum lanceolatum";"Lam."
54160;51676;"Loranthus rufescens";"DC."
54164;50161;"Rapanea pulchra";"Gilg & G. Schellenb."
54165;50406;"Trichilia volkensii";"Gürke"
54168;54168;"Vigna membranacea ssp. membranacea";"A. Rich."
54169;54168;"Vigna membranaceoides";"Robyns & Boutique"
54172;54172;"Geranium arabicum ssp. latistipulatum";"(Hochst. ex A. Rich.) Kokwaro"
54173;54172;"Geranium simense";"Hochst. ex A. Rich."
54177;52119;"Beckeropsis uniseta";"(Nees) K. Schum."
54182;50751;"Bromus runssoroensis";"K. Schum."
54193;52079;"Psychotria mahonii var. puberula";"(E.M.A. Petit) Verdc."
54194;52079;"Grumilea bequaertii";"De Wild."
54202;54202;"Isolepis fluitans var. fluitans";"(L.) R. Br."
54203;54202;"Scirpus fluitans";"L."
54207;50742;"Achyranthes aspera var. argentea";"(Lam.) C.B. Clarke"
54215;54215;"Commelina diffusa ssp. diffusa";"Burm. f."
54219;53409;"Polygonum senegalense f. albotomentosum";"R.A.Graham"
54231;54231;"Kyllinga erecta var. africana";"(Kük.) S.S. Hooper"
54232;54231;"Cyperus obtusatus var. africanus";"Kük."
54233;53400;"Utricularia gibba ssp. gibba";"L."
54241;54241;"Nymphaea nouchali var. caerulea";"(Savigny) Verdc."
54242;54241;"Nymphaea caerulea";"Savigny"
54244;51541;"Anthospermum lanceolatum";"Thunb."
54255;54255;"Cyperus digitatus var. auricomus";"(Sieber ex Spreng.) Kük."
54256;54255;"Cyperus auricomus";"Sieber ex Spreng."
54270;51535;"Hypoestes insularis";"T. Anderson"
54273;490;"Scirpus inclinatus";"(Delile) Asch. & Schweinf."
54283;278;"Ficus capensis";"Thunb."
54290;52402;"Jasminum longipes";"Baker"
54293;54293;"Phaulopsis imbricata ssp. imbricata";"(Forssk.) Sweet"
54294;50209;"Rubus ledermannii var. serrulatus";"Gust."
54312;54312;"Lantana trifolia f. congolensis";"(Moldenke) R. Fern."
54313;54312;"Lantana mearnsii var. congolensis";"Moldenke"
54322;54322;"Floscopa glomerata ssp. glomerata";"(Willd. ex Schult. & Schult. f.) Hassk."
54323;54323;"Ludwigia stenorraphe ssp. stenorraphe";"(Brenan) H. Hara"
54369;54369;"Spermacoce chaetocephala var. minor";"(Hepper) Puff"
54370;54369;"Borreria chaetocephala var. minor";"Hepper"
54376;50124;"Cyperus pseudokyllingioides var. africanus";"Kük."
54379;51961;"Dissotis debilis var. postpluvialis";"(Gilg) A. Fern. & R. Fern."
54415;510;"Solanum scalare";"C.H. Wright"
54420;50128;"Setaria glauca var. pallide-fusca";"(Schumach.) Koyama"
54443;54443;"Syzygium guineense ssp. macrocarpum";"(Engl.) F. White"
54444;54443;"Syzygium guineense var. macrocarpum";"Engl."
54475;52082;"Loudetia arundinacea var. hensii";"(De Wild.) Pic. Serm."
54481;54481;"Setaria sphacelata var. torta";"(Stapf) Clayton"
54482;54481;"Setaria torta";"Stapf"
54483;54483;"Commelina africana var. africana";"L."
54553;50803;"Bersama abyssinica var. nyassae";"(Baker f.) Verdc."
54573;51851;"Pittosporum ripicolum ssp. katangense";"Leonard"
54588;51560;"Hyparrhenia modica";"(De Wild.) Robyns"
54593;50600;"Popowia oliveriana";"Exell & Mendonça"
54596;54596;"Allophylus africanus var. africanus";"P. Beauv."
54597;54596;"Allophylus subcoriaceus";"Baker f."
54599;50599;"Canthium charadrophilum";"(K. Krause) Bullock"
54600;54600;"Syzygium guineense ssp. guineense";"(Willd.) DC."
54610;50536;"Secamone micrandra";"K. Schum."
54623;51785;"Solanum delagoense";"Dunal"
54711;50965;"Hedbergia longiflora ssp. longiflora";"(Hochst. ex Benth.) A. Fleischm. & Heubl"
54726;54724;"Pentas schimperi";"(Hochst.) Wieringa"
54755;54753;"Abelmoschus";"Medik."
54756;54754;"Abutilon";"Mill."
54757;54755;"Acacia";"Mill."
54758;54756;"Acalypha";"L."
54759;54757;"Acanthospermum";"Schrank"
54760;54758;"Acanthus";"L."
54761;54759;"Achyranthes";"L."
54762;54760;"Acmella";"Pers."
54763;54761;"Aeschynomene";"L."
54764;54762;"Afrocarpus";"(J. Buchholz & E.G. Gray) C.N. Page"
54765;54763;"Ageratum";"L."
54766;54764;"Ajuga";"L."
54767;54765;"Albizia";"Durazz."
54768;54766;"Alectra";"Thunb."
54769;54767;"Alisma";"L."
54770;54768;"Allium";"L."
54771;54769;"Aloe";"L."
54772;54770;"Alternanthera";"Forssk."
54773;54771;"Amaranthus";"L."
54774;54772;"Ambrosia";"L."
54775;54773;"Ammannia";"L."
54776;54774;"Anagallis";"L."
54777;54775;"Annona";"L."
54778;54776;"Apium";"L."
54779;54777;"Arachis";"L."
54780;54778;"Argemone";"L."
54781;54779;"Aristida";"L."
54782;54780;"Artocarpus";"J.R. Forst. & G. Forst."
54783;54781;"Asparagus";"L."
54784;54782;"Aspilia";"Thouars"
54785;54783;"Astripomoea";"A. Meeuse"
54786;54784;"Asystasia";"Blume"
54787;54785;"Avena";"L."
54788;54786;"Azolla";"Lam."
54789;54787;"Bacopa";"Aubl."
54790;54788;"Barleria";"L."
54791;54789;"Barringtonia";"J.R. Forst. & G. Forst."
54792;54790;"Basella";"L."
54793;54791;"Basilicum";"Moench"
54794;54792;"Berula";"W.D.J. Koch"
54795;54793;"Bidens";"L."
54796;54794;"Boerhavia";"L."
54797;54795;"Bolboschoenus";"(Asch.) Palla"
54798;54796;"Brachiaria";"(Trin.) Griseb."
54799;54797;"Brassica";"L."
54800;54798;"Bridelia";"Willd."
54801;54799;"Bromus";"L."
54802;54800;"Brugmansia";"Pers."
54803;54801;"Bulbostylis";"Kunth"
54804;54802;"Caesalpinia";"L."
54805;54803;"Cajanus";"Adans."
54806;54804;"Callitriche";"L."
54807;54805;"Calopogonium";"Desv."
54808;54806;"Capsicum";"L."
54809;54807;"Cardamine";"L."
54810;54808;"Carduus";"L."
54811;54809;"Carex";"L."
54812;54810;"Carica";"L."
54813;54811;"Cassia";"L."
54814;54812;"Casuarina";"L."
54815;54813;"Ceiba";"Mill."
54816;54814;"Celosia";"L."
54817;54815;"Centaurea";"L."
54818;54816;"Centella";"L."
54819;54817;"Ceratopteris";"Brongn."
54820;54818;"Cheilanthes";"Sw."
54821;54819;"Chenopodium";"L."
54822;54820;"Chloris";"Sw."
54823;54821;"Chromolaena";"DC."
54824;54822;"Cirsium";"Mill."
54825;54823;"Cissampelos";"L."
54826;54824;"Cissus";"L."
54827;54825;"Citrullus";"Schrad."
54828;54826;"Citrus";"L."
54829;54827;"Clematis";"L."
54830;54828;"Cleome";"L."
54831;54829;"Clerodendrum";"L."
54832;54830;"Cocos";"L."
54833;54831;"Coelachne";"R. Br."
54834;54832;"Coix";"L."
54835;54833;"Coldenia";"L."
54836;54834;"Colocasia";"Schott"
54837;54835;"Commelina";"L."
54838;54836;"Convolvulus";"L."
54839;54837;"Conyza";"Less."
54840;54838;"Corchorus";"L."
54841;54839;"Cotula";"L."
54842;54840;"Courtoisina";"Soják"
54843;54841;"Crambe";"L."
54844;54842;"Crassula";"L."
54845;54843;"Crinum";"L."
54846;54844;"Crocosmia";"Planch."
54847;54845;"Crotalaria";"L."
54848;54846;"Croton";"L."
54849;54847;"Cucumis";"L."
54850;54848;"Cucurbita";"L."
54851;54849;"Cupressus";"L."
54852;54850;"Cyathula";"Blume"
54853;54851;"Cyclospermum";"Lag."
54854;54852;"Cynodon";"Rich."
54855;54853;"Cyperus";"L."
54856;54854;"Cyphostemma";"(Planch.) Alston"
54857;54855;"Dactyloctenium";"Willd."
54858;54856;"Dalbergia";"L. f."
54859;54857;"Datura";"L."
54860;54858;"Daucus";"L."
54861;54859;"Desmodium";"Desv."
54862;54860;"Dichondra";"J.R. Forst. & G. Forst."
54863;54861;"Dichrocephala";"L'Hér. ex DC."
54864;54862;"Digitaria";"Haller"
54865;54863;"Diplotaxis";"DC."
54866;54864;"Dissotis";"Benth."
54868;54866;"Drymaria";"Willd. ex Schult."
54869;54867;"Dryopteris";"Adans."
54870;54868;"Echinochloa";"P. Beauv."
54871;54869;"Eclipta";"L."
54872;54870;"Eleusine";"Gaertn."
54873;54871;"Emilia";"Cass."
54874;54872;"Enicostema";"Blume"
54875;54873;"Ensete";"Horan."
54876;54874;"Epilobium";"L."
54877;54875;"Eragrostis";"Wolf"
54878;54876;"Eriochloa";"Kunth"
54879;54877;"Eriosema";"(DC.) Desv."
54880;54878;"Erythrina";"L."
54881;54879;"Ethulia";"L. f."
54882;54880;"Eucalyptus";"L'Hér."
54883;54881;"Euphorbia";"L."
54884;54882;"Fagopyrum";"Mill."
54885;54883;"Fallopia";"Adans."
54886;54884;"Ficus";"L."
54887;54885;"Fimbristylis";"Vahl"
54888;54886;"Floscopa";"Lour."
54889;54887;"Flueggea";"Willd."
54890;54888;"Fuirena";"Rottb."
54891;54889;"Galinsoga";"Ruiz & Pav."
54892;54890;"Galium";"L."
54893;54891;"Gamochaeta";"Wedd."
54894;54892;"Geranium";"L."
54895;54893;"Gisekia";"L."
54896;54894;"Glycine";"Willd."
54897;54895;"Gnaphalium";"L."
54898;54896;"Gomphocarpus";"R. Br."
54899;54897;"Gomphrena";"L."
54900;54898;"Grangea";"Adans."
54901;54899;"Grevillea";"R. Br. ex Knight"
54902;54900;"Grewia";"L."
54903;54901;"Heliotropium";"L."
54904;54902;"Heracleum";"L."
54905;54903;"Heteropogon";"Pers."
54906;54904;"Hewittia";"Wight & Arn."
54907;54905;"Hibiscus";"L."
54908;54906;"Hydrocotyle";"L."
54909;54907;"Hydrolea";"L."
54910;54908;"Hygrophila";"R. Br."
54911;54909;"Hyparrhenia";"Andersson ex E. Fourn."
54912;54910;"Hyphaene";"Gaertn."
54913;54911;"Hyptis";"Jacq."
54914;54912;"Indigofera";"L."
54915;54913;"Ipomoea";"L."
54916;54914;"Isachne";"R. Br."
54917;54915;"Ischaemum";"L."
54918;54916;"Juncus";"L."
54919;54917;"Justicia";"L."
54920;54918;"Kalanchoe";"Adans."
54921;54919;"Kyllinga";"Rottb."
54922;54920;"Lablab";"Adans."
54923;54921;"Lactuca";"L."
54924;54922;"Lantana";"L."
54925;54923;"Launaea";"Cass."
54926;54924;"Leersia";"Sw."
54927;54925;"Leonotis";"(Pers.) R. Br."
54928;54926;"Leucas";"R. Br."
54929;54927;"Lotus";"L."
54930;54928;"Ludwigia";"L."
54931;54929;"Lupinus";"L."
54932;54930;"Lysimachia";"L."
54933;54931;"Lythrum";"L."
54934;54932;"Macrotyloma";"(Wight & Arn.) Verdc."
54935;54933;"Malva";"L."
54936;54934;"Mangifera";"L."
54937;54935;"Manihot";"Mill."
54938;54936;"Marsilea";"L."
54939;54937;"Melanthera";"Rohr"
54940;54938;"Melinis";"P. Beauv."
54941;54939;"Melochia";"L."
54942;54940;"Microchloa";"R. Br."
54943;54941;"Mimosa";"L."
54944;54942;"Mitracarpus";"Zucc."
54945;54943;"Mollugo";"L."
54946;54944;"Momordica";"L."
54947;54945;"Monsonia";"L."
54948;54946;"Montia";"L."
54949;54947;"Morus";"L."
54950;54948;"Mucuna";"Adans."
54951;54949;"Musa";"L."
54952;54950;"Nephrolepis";"Schott"
54953;54951;"Neptunia";"Lour."
54954;54952;"Nicandra";"Adans."
54955;54953;"Nicotiana";"L."
54956;54954;"Nymphaea";"L."
54957;54955;"Ocimum";"L."
54958;54956;"Oldenlandia";"L."
54959;54957;"Opuntia";"Mill."
54960;54958;"Oryza";"L."
54961;54959;"Oxalis";"L."
54962;54960;"Oxygonum";"Burch. ex Campd."
54963;54961;"Panicum";"L."
54964;54962;"Paspalum";"L."
54965;54963;"Passiflora";"L."
54966;54964;"Pennisetum";"Rich."
54967;54965;"Pentodon";"Hochst."
54968;54966;"Persea";"Mill."
54969;54967;"Persicaria";"Mill."
54970;54968;"Phalaris";"L."
54971;54969;"Phaseolus";"L."
54972;54970;"Phoenix";"L."
54973;54971;"Phragmites";"Adans."
54974;54972;"Phyllanthus";"L."
54975;54973;"Physalis";"L."
54976;54974;"Piliostigma";"Hochst."
54977;54975;"Pimpinella";"L."
54978;54976;"Pinus";"L."
54979;54977;"Pistia";"L."
54980;54978;"Pisum";"L."
54981;54979;"Plantago";"L."
54982;54980;"Pluchea";"Cass."
54983;54981;"Poa";"L."
54984;54982;"Podocarpus";"L'Hér. ex Pers."
54985;54983;"Polygala";"L."
54986;54984;"Polygonum";"L."
54987;54985;"Polypogon";"Desf."
54988;54986;"Portulaca";"L."
54989;54987;"Potamogeton";"L."
54990;54988;"Prosopis";"L."
54991;54989;"Psiadia";"Jacq."
54992;54990;"Psidium";"L."
54993;54991;"Pycreus";"P. Beauv."
54994;54992;"Ranunculus";"L."
54996;54994;"Rhynchosia";"Lour."
54997;54995;"Richardia";"L."
54998;54996;"Ricinus";"L."
54999;54997;"Rorippa";"Scop."
55000;54998;"Rotala";"L."
55001;54999;"Rottboellia";"L. f."
55002;55000;"Rubus";"L."
55003;55001;"Rumex";"L."
55004;55002;"Saccharum";"L."
55005;55003;"Sacciolepis";"Nash"
55006;55004;"Scabiosa";"L."
55007;55005;"Schkuhria";"Roth"
55008;55006;"Schoenoplectus";"(Rchb.) Palla"
55009;55007;"Scirpus";"L."
55010;55008;"Senecio";"L."
55011;55009;"Sesamum";"L."
55012;55010;"Sesbania";"Scop."
55013;55011;"Setaria";"P. Beauv."
55014;55012;"Sida";"L."
55015;55013;"Silene";"L."
